CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_UNKNOWN,INJURIES_NO_INDICATION,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
9307adfa6d7bf7d3fce215ecf2c4ee7886ee00d1bc312603e749ee8cb383afeb700898048797125dc3a90f78fbfae355cadb6d0c323f3a5bed2d83d98fd84c9f,,07/24/2017 12:01:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/24/2017 11:45:00 AM,NOT APPLICABLE,NOT APPLICABLE,3553,W,78TH PL,835,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,0,2,7,41.7504603145,-87.7118029281,POINT (-87.711802928099 41.750460314488)
d84f56ed1cab5597b2f2ef7ecce63b5e05fc48d941345ffb0e0175a95dc37e060cbfbde226c816b39ecac5d515636bd2c4053569d8cb3ebb07596928bba6b700,,07/20/2017 10:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/20/2017 11:10:00 AM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1800,S,BLUE ISLAND AVE,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,10,5,7,41.8576650964,-87.6615076578,POINT (-87.661507657816 41.857665096354)
7733cdb4290bab39db700eb553a1fb63327bb0c3c798f4c2a951b98aabea3fc25257756c8c3ea33974434abd98db991b69f299bcee14df8681e75e2d23842e99,,07/19/2017 09:25:00 AM,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/19/2017 09:10:00 PM,EXCEEDING AUTHORIZED SPEED LIMIT,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,320,N,DEARBORN ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,9,4,7,41.8880703776,-87.6296922567,POINT (-87.629692256722 41.888070377638)
0bd2eef9cbd98df5b46c3bcadbec9a1e86d6c01794b882e0099580c6e5591ab082a53e276f6fa80feeaeadfb2a10625eda34be448b700b317348b97e17073016,,07/14/2017 04:00:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/17/2017 01:15:00 AM,EQUIPMENT - VEHICLE CONDITION,EQUIPMENT - VEHICLE CONDITION,135,W,SUPERIOR ST,1832,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,4,6,7,41.8955044246,-87.6326160427,POINT (-87.632616042719 41.895504424554)
cc43b7f7293420ef4842da50d6afebb7007c5c7afc9846d5833c4850f34155c5f47adab10d44c33f72b8854fad8e1dc63d72387a6d1c7918acf9d675b83dd562,,07/11/2017 11:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/11/2017 11:11:00 PM,DISREGARDING TRAFFIC SIGNALS,WEATHER,5600,W,HIGGINS AVE,1622,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,0,1,23,3,7,41.9704758609,-87.7676729897,POINT (-87.767672989662 41.970475860883)
adf3a1d98c1f070241c4497d2731c5a90de9469c0b338329c2a5570b6fef6a196c61898d19c9ab7004a6d154055a24efe89aa8466f8a761655cb034f3270e0e1,,07/06/2017 10:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/06/2017 02:30:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,IMPROPER BACKING,2800,W,ROOSEVELT RD,1135,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,10,5,7,41.8666196517,-87.6959710144,POINT (-87.695971014358 41.866619651743)
e2511873397b091e0961b8717676720a03d91f9604390b3668a1b9542ab35eb3d1d34893331488aadc3b700e42a966875e82cf6312607a4d1efc3d8066bd3913,,07/05/2017 09:45:00 AM,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/05/2017 09:45:00 AM,DISREGARDING TRAFFIC SIGNALS,DISREGARDING OTHER TRAFFIC SIGNS,1,W,63RD ST,312,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,9,4,7,41.7799481519,-87.6254270846,POINT (-87.625427084647 41.779948151941)
4367cce0f0d8e83784bf7b70041b1d4f17599a250fc1f5b6ed946c1b2aa11321dca889f749d1721776744400d0fdb6b07aade2af7cec7753c81292683d1a0f40,,07/04/2017 01:30:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,1,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/04/2017 01:45:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,5903,W,DAKIN ST,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,1,3,7,41.9520279981,-87.7744898454,POINT (-87.774489845395 41.952027998087)
a51d5d82bb70024cf8b829df49e40031a4cb05bbd99203ebb7f4f8f6dc82b330301ae76dd6052333dbe6bef031c924642f34f9d6ee58654d82f8cec64edb881f,,07/02/2017 08:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/02/2017 08:20:00 PM,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4701,S,CICERO AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,20,1,7,41.8075334573,-87.7430034212,POINT (-87.743003421203 41.807533457298)
2626b20d0bc4fbadb1d46ba8d42f29dd713d30e15b700f198917cf23eb814171b4cf5cec5b8067ac114ce2f362dd2fd53fe72bf8b2663da781b95dd03162bd50,,07/02/2017 03:30:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/02/2017 05:06:00 PM,DISTRACTION - FROM INSIDE VEHICLE,FAILING TO REDUCE SPEED TO AVOID CRASH,940,S,LAKE SHORE DR E,114,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,0,3,15,1,7,41.870042085,-87.6171397714,POINT (-87.617139771397 41.870042085005)
bf88334b700c743182b4a6802acb042326dd7741b2099e67eb82ca51de36f449c40efcab0696eefe57a402ff7d63213774577964cbd3eaeb3e89bca66e048f7a,,07/01/2017 09:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/01/2017 09:40:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6118,N,RAVENSWOOD AVE,2413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,9,7,7,41.9926169004,-87.6754576126,POINT (-87.675457612592 41.992616900413)
fbc5140d33cd50bff0d5c74966d54da4af0667ac077dddf17d3bae9350fc4a1b54108a71883637042968b5852597d07d4c5088e748d4b3cdb8f7b70047133cc9,,06/28/2017 08:40:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/28/2017 08:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,501,S,WESTERN AVE,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,8,4,6,41.874937903,-87.6861124677,POINT (-87.686112467683 41.874937902981)
826d73e61b191a2daa68f4dab25dafcf2384c5bf54fa8387834ff32e9bc4be041ea8b70051e314030e123d764ef1dc610483ec7e365d577f90d0d7c372029dd5,,06/14/2017 12:21:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",06/14/2017 01:34:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,100,E,CONGRESS DR,114,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,12,4,6,41.8758350816,-87.6242128863,POINT (-87.624212886292 41.875835081627)
084047be1d9e9c4705838a6a5b700249bed048376f80ddfe2484d57e3e261a4e9106e663b708c5a83601db6448eb8e5b0d800ae57b8c1a3c71921d6a38eaff7f,,06/12/2017 04:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,ONE-WAY,1,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/17/2017 05:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,3100,W,AINSLIE ST,1713,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,16,2,6,41.9704019095,-87.7061472954,POINT (-87.706147295397 41.970401909482)
bb627599f279d26288dab4141f73f15fe72e17c1ce44b13fe909285647a2b70c5e533e1f3091782fb4a6a675ed739531f0953c55c1017cb7008178bc64d9224d,,06/09/2017 02:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",06/09/2017 02:39:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7600,S,PULASKI RD,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,14,6,6,41.7550442797,-87.722315514,POINT (-87.722315514022 41.755044279733)
0031336c7bd386580d2b932f71a6b4d0472953524ca2a92cdd913592efcab76e766be78608ded03ead245fac53f54ae0022ee5df03dcd08b700f46a242a1447c,,06/09/2017 11:30:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/09/2017 11:35:00 AM,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,733,S,LOCKWOOD AVE,1522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,11,6,6,41.8709792312,-87.7571904092,POINT (-87.757190409215 41.870979231212)
d7bc53dff328ce811d27ea41b535ea9dd754fec4f1e4cce3fff5c97e2b5f2cd5b7009fed1d6f81380b2e8dc15e899099333b1d02e97ed97e6f535ee97805e334,,06/05/2017 03:50:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",06/05/2017 05:06:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1600,N,DAMEN AVE,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,15,2,6,41.9105884215,-87.6776438203,POINT (-87.677643820277 41.91058842145)
a4dd8b70037326b2f0af780bb0476c3be70163d2142e4a3821ba1826f8df4b145375e4cf8282b13d4c614860b08b0b3476a12cf4a09d4959b43f0babdb7ca9f6,,06/05/2017 12:01:00 AM,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",06/05/2017 12:01:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,7300,S,YATES BLVD,334,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,0,2,6,41.7625267347,-87.566594977,POINT (-87.566594977019 41.762526734679)
11b9b56822ed5744a13cecfb5592b56b7c644ed4b8afc70e193056d4e7cf65b796ea06b02c47e59bb5af2620a16bdc2413ee8c2a2160d3e0ddb9b7001a170e10,,06/01/2017 03:50:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",06/01/2017 03:57:00 PM,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,3920,W,WASHINGTON BLVD,1122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,3,15,5,6,41.8819675171,-87.724138442,POINT (-87.724138441985 41.88196751706)
95d04438f4e64694d442b1ae3a1395abe0feb23593c03317c6d04102d66349b7004213f9c2f09fa1af7e2f2f6b38be1a7cf993af84b7b07a8b05ff3357998042,,05/27/2017 03:00:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,PARKING LOT,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/27/2017 04:30:00 PM,IMPROPER BACKING,NOT APPLICABLE,8535,W,HIGGINS RD,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,7,5,41.9867885857,-87.8401241735,POINT (-87.840124173462 41.986788585663)
eb3c976f06ce781ba6484bdcd6a31896e99d7ab70051ad3d23abd03ec4c2d46a7f51b7c20f8f9afb56c46aeeb66fa0f0c14b7890bd467d279020e0d62b2cefda,,05/26/2017 04:15:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",05/26/2017 04:29:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,26,E,127TH ST,532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,16,6,5,41.6635771836,-87.6210634375,POINT (-87.621063437529 41.663577183631)
1fe062def390f5f393a73c2d733b9b481818a9222bebb700d7c4f10d906d4faaa76d1ba46127d94bd7948fb7bb43c58ec593bdb0993b39d29893d9cf6aa07e21,Y,05/23/2017 05:30:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",05/23/2017 06:58:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,3499,W,35TH ST,911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,17,3,5,41.8273394533,-87.7116265319,POINT (-87.711626531878 41.827339453295)
2bbd3e2832e83c0e89269b850b560ce56ad971f0bdfbeaff146af7e70ab700bddc2922f8a35c6ed5c0fe9f0057bfb6af74db3cbbdee4cd731f7796025bd48d65,Y,05/17/2017 12:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",05/17/2017 01:15:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,1639,N,MASON AVE,2531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,12,4,5,41.9104419575,-87.7738586321,POINT (-87.773858632143 41.910441957484)
dc87e37316770f21df9cc3a72dc3b956231080b700d98fbb8ee555cb839a299df76177861e52d94496a31d452d0434f535d25522d92dec322a485061da61686e,,05/16/2017 04:23:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",05/17/2017 04:23:00 PM,NOT APPLICABLE,NOT APPLICABLE,6700,S,ST LAWRENCE AVE,321,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,16,3,5,41.7729591024,-87.6107682923,POINT (-87.610768292292 41.772959102392)
f8cfdf9c8f8a8ee71024432a8b20f0b40ff371b700d68c9091de7eded6c9fc42f0374a3fef523b61b7696d127528d92a324a1f4afc705e60cb57a8577e4d64d5,Y,05/16/2017 04:00:00 PM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",05/16/2017 04:25:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1255,S,MICHIGAN AVE,132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,1,16,3,5,41.8659752788,-87.6239706385,POINT (-87.623970638451 41.865975278841)
a7c58b9e25db700bae2a08f81a50e2c668076fdca98abab90bb40229d615766bab206db94da34c70e7f28f3aa32d711dc38bf088b241f59af7e7a8e3e8f54d09,,05/16/2017 06:15:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",05/16/2017 06:45:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,7100,S,MICHIGAN AVE,323,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,6,3,5,41.7654854118,-87.6218343511,POINT (-87.621834351116 41.765485411808)
a7501f5062a4d8940ff7f98984a6893b7007fa27049f8a3966affcfeef864f83b2e53f0aa55dcb5d493ea4a00700960a0fef3441268c09cf7dae53b7d4dfe0ad,,05/16/2017 02:07:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),4,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",05/16/2017 02:08:00 AM,DISTRACTION - FROM INSIDE VEHICLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5746,N,SHERIDAN RD,2022,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,0,2,2,3,5,41.9869271174,-87.6554353705,POINT (-87.655435370451 41.986927117393)
b1933cc71d19e98b16ef05056695d2e68880a33c66ac90fa665654e6cc4935bdd75385057ffec3e3b7009a75bffc65d294b2e23c9a9172ade0404abb0f4a56a6,,05/13/2017 11:00:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",05/22/2017 04:55:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,908,W,19TH PL,1235,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,0,1,11,7,5,41.8561214462,-87.648610182,POINT (-87.648610182004 41.856121446242)
dbb4a1ba1ae46e75d40f454d61e8e3eb4b7008c453c13ca71cb45ebec502331a16c038c1e1fd06b8e027914bf6721e9df7403ce653bae29402e70dd8d1b4536c,,05/12/2017 03:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/12/2017 05:40:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,7001,S,CICERO AVE,833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,6,5,41.7658729174,-87.7417875016,POINT (-87.741787501557 41.765872917377)
d7649c8bdcabb13b6c0ea78d8d0a0a2d25c7fabdeacff856ee3c7916d523e53e58f31838e8db8fc0bf66d462f2011a4bb027df82993a4d09a64c27230b11b700,,05/12/2017 01:00:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",05/12/2017 01:23:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6230,S,SPRINGFIELD AVE,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,13,6,5,41.7796489654,-87.720481064,POINT (-87.720481063961 41.779648965396)
513a59d83ce6cf4d680c2d1613c921106a647f682735ca6290724550e5a34e10c6cd1fd079463524b77f0a044164e0813d06254bedf570ccaa0fc7a951fcb700,,05/11/2017 08:52:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,OTHER,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/11/2017 09:20:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,3709,W,HARRISON ST,1133,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,0,3,8,5,5,41.8734111866,-87.7184548028,POINT (-87.718454802827 41.873411186568)
3a735bbd65fe3a1a2b3b4c0da6d5a8dcbce31c83ac8b7001954f31723aca9b101a78d06ce4549e765d366dd1e6a5445f8d95157dfaf2a2d3aec17ad0f4633c16,,05/10/2017 11:22:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",05/10/2017 11:54:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3945,W,NORTH AVE,2535,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,4,11,4,5,41.9097841406,-87.7258129499,POINT (-87.725812949919 41.909784140566)
cc70726d81a1d1608f69d9035faf32b3f3413280ac0534f0463098605ac9421985e6daee6ff4e7c131d36f8f5f92d067c1b70008ea2ee1ead7efa0ed460cecdb,,05/07/2017 11:45:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",05/07/2017 06:51:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,361,W,ILLINOIS ST,1831,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,0,1,11,1,5,41.8906237039,-87.6379212625,POINT (-87.637921262467 41.890623703906)
2eff55b700765e52283597f2dd28c358d1d15b39520e28cc8f260adf76d9ddf07c929f2b2d814f05b3fd980cf9619c8c10bc600c79222bddb61556cff4223ca8,,05/04/2017 03:40:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/04/2017 04:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3550,N,KEDZIE AVE,1733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,0,2,15,5,5,41.9462090816,-87.7079581999,POINT (-87.707958199895 41.946209081559)
